x, y
-1.79972384e-02,  7.95111233e+03
 8.36856841e-03,  2.13635938e+03
-6.18907164e-03,  3.24976150e+03
 1.03640403e-02,  1.13003195e+03
-7.84638872e-03,  6.83850104e+03
 1.63606584e-02,  4.69694557e+03
-1.05795940e-02,  8.14748438e+03
 1.98894313e-02,  1.50976729e+03
 1.00173317e-02,  1.16822434e+03
 2.50358052e-02,  1.84296687e+02
 1.37964693e-02,  4.54826443e+03
-1.51715499e-02,  7.44585726e+03
-1.38501027e-03,  7.70696002e+03
-1.80790032e-02,  7.07761901e+03
-1.80701134e-02,  2.06773859e+03
 1.24258802e-02,  4.50399192e+03
-9.64858535e-03,  3.76527888e+03
-1.51903760e-02,  7.99487280e+03
 7.67522789e-03,  4.39759671e+03
-2.06412421e-02,  7.81061953e+03
-1.52172727e-02,  3.23408479e+03
 3.47138300e-03,  3.45177657e+03
-2.33565927e-02,  2.46093823e+03
-8.79985631e-03,  1.38237146e+03
-1.28340771e-02,  7.64493416e+03
-1.76404140e-02,  2.22222995e+03
 2.57002188e-02,  1.58232478e+03
 1.43289271e-02,  4.37679234e+03
-2.29471752e-02,  2.56662354e+03
 1.72955064e-02,  1.14729369e+03
-1.66046742e-02,  2.37003473e+03
 1.63244736e-02,  1.46362009e+03
 1.29023607e-02,  4.20085953e+03
 2.21997734e-02,  3.63114610e+02
 1.65225163e-02,  3.65582842e+03
-1.52053820e-02,  8.07741874e+03
-1.85948979e-02,  2.63549967e+03
 2.04505527e-02,  1.12515470e+03
-1.92203579e-02,  2.60934188e+03
-8.18076852e-03,  2.53874001e+03
-1.63793622e-02,  2.43329317e+03
 4.53791789e-03,  3.95647753e+03
-1.76233741e-02,  1.09019643e+03
-1.56787745e-02,  8.48990986e+03
-1.00140436e-02,  2.84881778e+03
-2.78366586e-02,  2.99211541e+03
-8.85183724e-03,  8.37279361e+03
 1.84320847e-02, -7.22208533e+01
 2.14917144e-02,  1.03697228e+03
-1.96433081e-02,  3.03581670e+03
-1.22439573e-02,  6.89526319e+03
-1.30248498e-02,  8.65601836e+03
-1.26971662e-02,  9.26390723e+03
-1.10736286e-02,  9.11475206e+03
 1.66389136e-02,  5.84950073e+02
 7.01928984e-03,  2.84159554e+02
 2.93521475e-02,  1.40919482e+03
 5.14320434e-03,  4.62733684e+03
-1.24902582e-02,  3.08533972e+03
 7.89338559e-03,  4.33748653e+03
-3.94465677e-03,  8.07311197e+03
 1.71444449e-02,  5.02521524e+03
-2.34280977e-02,  8.01762236e+03
-1.38163324e-02,  2.38465011e+03
 1.49493180e-02,  3.85848832e+03
-1.60865031e-02,  8.76680592e+03
-1.73537440e-02,  2.56912118e+03
-1.28862114e-02,  7.04442249e+03
 4.43598630e-03,  3.11530945e+03
 2.13003529e-02,  5.19209620e+03
-6.86388339e-03,  7.81440291e+03
 5.95676822e-03,  4.08614263e+03
 2.77180174e-03,  4.84428322e+03
-9.79338604e-03,  8.85316896e+03
-1.04656513e-02,  2.96483837e+03
-1.76363921e-02,  7.29609472e+03
-1.79905864e-02,  7.98695799e+03
-8.42379335e-03,  7.60625464e+03
 3.43761754e-02,  2.61654166e+02
 2.39564169e-02,  7.64058600e+02
 1.20212540e-02,  3.64414685e+03
 1.06923853e-02,  4.53068484e+03
-1.99648151e-02,  2.85164868e+03
 1.48170052e-02,  6.90074595e+02
 1.79071394e-02,  7.29450363e+02
-1.13825226e-02,  8.83802584e+03
 1.25566754e-02,  3.38204112e+03
-1.29726456e-02,  2.89733689e+03
-1.17916705e-02,  7.60797148e+03
 5.94762432e-03,  4.70964730e+03
-1.54766576e-02,  7.84827075e+03
 4.38990142e-03,  4.53592883e+03
 1.52878537e-02,  4.49502392e+03
 1.37917204e-02,  4.59257008e+02
 1.59678117e-02,  3.49887757e+01
-1.04990972e-02,  8.40500790e+03
 1.97553917e-02,  7.18989132e+02
 2.87788887e-03,  4.04109530e+03
-2.45078520e-02,  8.06158593e+03
 2.60137487e-02,  1.08799459e+03
-9.62116753e-03,  7.92452976e+03
-1.55432639e-02,  3.05018685e+03
 1.10123507e-02,  4.88977075e+03
-1.11394964e-02,  8.03323380e+03
-1.39881598e-02,  2.19273807e+03
-4.83580407e-03,  3.51451890e+03
-2.87066645e-02,  3.15878169e+03
 1.67841499e-02,  6.09047389e+02
-1.66605177e-02,  7.66122176e+03
 1.19008992e-02,  4.72773123e+03
-1.13790048e-02,  7.60416616e+03
 1.01618041e-02,  4.48527047e+03
-1.71237268e-02,  2.77780226e+03
 1.89593761e-02,  5.18540259e+03
 1.34471770e-02,  4.85711133e+03
-9.09850654e-03,  7.06472864e+03
 2.95195825e-02, -3.44327355e+02
-8.66733410e-03,  3.69669544e+03
 2.36960214e-02,  9.50716912e+02
 5.29417185e-03,  3.80792420e+03
-1.86849125e-02,  3.07982487e+03
 1.48859977e-02,  6.51633844e+02
 5.72793810e-03,  4.08805543e+03
 9.61674404e-03,  3.86096878e+03
-1.11289058e-02,  8.10528728e+03
 1.42811550e-02,  1.62435083e+03
 1.00372519e-02,  4.19147702e+03
-1.48037828e-02,  7.52928437e+03
 5.71670482e-03,  4.32288566e+03
 1.98436909e-02,  4.89556738e+02
-2.23439877e-02,  3.69873910e+03
-2.32623101e-02,  1.73670745e+03
 2.47153141e-02,  8.01919597e+02
-1.57846247e-02,  3.03445802e+03
 7.34363910e-03,  5.03725437e+03
-1.60309738e-02,  8.51011153e+03
-1.07611308e-02,  6.44310345e+03
 1.68353782e-02,  4.19583243e+03
 8.15155229e-04,  4.56742235e+03
 1.89462740e-02,  2.20856861e+02
-1.80792920e-02,  8.58145165e+03
 7.43873988e-03,  4.12240568e+03
-9.69200946e-03,  3.26721702e+03
-1.40732390e-02,  2.88752014e+03
-1.69230633e-02,  2.49204548e+03
-1.57568296e-02,  6.70470851e+03
 9.17198564e-03,  3.90570036e+03
 1.16411070e-02,  3.79132988e+03
 5.59529363e-03,  4.21400660e+03
 9.35325115e-03,  5.33179296e+03
 2.00555933e-03,  4.46401785e+03
 1.13078931e-02,  9.35620856e+02
 2.27421165e-02,  5.10570410e+03
 9.52700388e-03,  3.60293123e+03
-1.24204619e-02,  8.26748027e+03
-1.25463487e-02,  1.82003801e+03
 2.29469533e-02, -7.65891994e+02
-1.78669633e-02,  8.62294224e+03
 1.66382237e-02,  6.63091635e+02
 1.93112532e-02,  1.42577101e+03
 2.11390250e-02,  1.24743587e+03
-1.25717040e-02,  8.32830358e+03
 1.83645139e-02,  9.91685973e+02
 1.69607516e-02,  2.28125468e+02
-7.95018357e-03,  8.35590446e+03
-1.45600544e-02,  7.35867822e+03
-6.30894479e-03,  7.79208781e+03
 2.51526543e-02,  1.11143935e+03
 2.24592863e-03,  4.77028154e+03
 1.34195197e-02,  5.93573847e+02
 1.54462126e-02,  4.21078127e+03
 1.46396108e-02,  1.45626555e+01
-8.69095906e-03,  2.77735278e+03
 1.32222457e-02,  4.17880807e+03
 2.31102276e-02,  1.30380848e+03
-1.64864212e-02,  2.85195259e+03
 1.06269622e-02,  5.17635143e+03
 2.01829168e-02,  8.33280494e+02
 1.36155806e-02,  1.36638252e+03
 3.76140870e-03,  3.37692467e+03
-1.00934641e-02,  1.32451081e+03
-1.47067818e-02,  7.26809054e+03
-4.76665370e-03,  6.93126098e+03
 1.49036845e-02,  3.91317197e+03
-1.28193559e-02,  7.83462899e+03
 1.97504659e-02,  1.54430994e+03
 2.52706430e-02,  6.17812202e+02
 1.65991049e-02,  3.56289184e+03
-8.16265537e-03,  7.17371629e+03
-1.67120859e-02,  8.24344492e+03
 2.61437655e-02,  1.10164265e+03
 2.14043942e-02,  7.06066610e+02
 1.05241733e-02,  4.54498095e+03
-7.60651349e-03,  8.18781564e+03
 2.72396035e-03,  5.46996004e+03
 1.88016510e-02,  4.40768333e+02
 1.86922139e-02,  5.44132083e+03
 1.64256495e-02,  1.69217218e+02
-2.14969372e-02,  6.76885984e+03
-1.93371948e-02,  3.69658974e+03
-1.00552592e-02,  3.08400540e+03
 2.22707373e-02,  1.26296996e+03
-2.37048176e-02,  2.56384767e+03
 4.59534668e-03,  5.44982630e+03
-2.01027992e-02,  2.24689511e+03
-1.60553642e-02,  3.59773019e+03
-1.11655004e-02,  8.07129778e+03
-2.45716162e-02,  3.16827355e+03
-7.56062696e-03,  8.65142914e+03
 1.96066731e-02,  2.25169776e+03
-1.31583595e-02,  3.14542358e+03
-1.97901888e-02,  7.65248183e+03
 2.46915842e-02,  1.67877140e+03
-2.22770976e-02,  7.79517952e+03
 3.13640075e-03,  4.33508638e+03
-9.89747849e-03,  3.74286070e+03
 2.10616050e-02,  3.49513189e+03
-1.35633621e-02,  3.96348353e+03
 3.04414848e-02,  9.96200313e+02
 7.63873732e-03,  3.47881655e+03
 9.94144451e-03,  1.11095274e+03
-4.89209072e-03,  7.96235822e+03
 2.44125620e-02, -4.47103852e+01
 8.93499638e-03,  1.01093082e+03
 1.56724897e-02,  1.78090633e+01
 1.10550448e-02,  1.26389129e+03
-8.14395479e-03,  7.85022729e+03
 1.86873582e-02,  9.56103760e+02
-1.92293781e-02,  3.02337363e+03
 2.08496451e-02,  1.19396573e+03
-1.59319766e-02,  1.92146237e+03
 1.69687788e-02,  7.54910622e+02
 6.69786996e-03,  3.59540802e+03
-1.70767709e-02,  8.16893219e+03
-4.87271301e-03,  3.32858293e+03
 1.82433964e-02,  9.54274614e+02
 2.40238042e-02,  1.10745633e+03
-1.84892963e-05,  4.58145668e+03
-1.42854687e-02,  2.97567507e+03
-1.03395259e-02,  2.92105785e+03
-1.31086187e-02,  7.24265885e+03
-9.30828632e-03,  8.08903719e+03
-1.81164472e-02,  8.44567261e+03
-2.14486518e-02,  2.70791624e+03
 3.33818506e-03,  4.93645836e+03
 9.49425791e-03,  6.10879258e+02
 1.87271752e-02,  4.18069237e+03
-1.30440901e-02,  3.00311934e+03
 1.64486098e-02,  1.89339414e+03
-1.25245465e-02,  2.33911505e+03
-8.45913505e-03,  7.41095660e+03
-9.61423142e-03,  2.75732541e+03
 1.35140895e-02,  3.34255273e+03
 1.21387411e-02,  3.64795042e+03
-1.60496819e-02,  2.97425420e+03
-2.29366949e-02,  7.05351436e+03
 1.43934441e-02,  4.79788982e+03
-9.76762319e-03,  7.89419770e+03
-1.73014061e-02,  7.55685740e+03
-2.73674799e-02,  2.59420948e+03
-1.28273749e-02,  7.60072978e+03
-1.75769127e-02,  2.65158061e+03
-3.54642198e-03,  8.14824226e+03
 1.41372442e-02,  4.38117707e+03
 7.28098690e-03,  3.85531444e+03
 2.09680545e-02,  4.84741412e+03
-6.14907097e-03,  3.94963585e+03
-1.20350393e-02,  7.18920057e+03
-8.81099459e-03,  7.03056198e+03
-1.46728890e-02,  6.76066349e+03
-2.20935740e-02,  7.30315145e+03
-1.65862863e-02,  2.26746029e+03
-1.72145733e-02,  8.49224304e+03
 7.54760976e-03,  4.16015982e+03
 2.36790645e-02,  5.52190878e+02
 1.27135141e-02,  1.89254207e+03
 2.41008767e-03,  4.81040511e+03
 3.55724373e-03,  4.71274404e+03
 1.20083098e-02,  6.01671730e+02
 9.08304183e-04,  2.87352746e+03
 2.07844585e-02, -9.63654015e+01
